date,userName,isEdited,title,review,rating,developerResponse
2020-08-02 10:33:18,Enblaze,False,Deleted conversations,"So I recently joined this app to see what is out there. I didn’t think it would be much to be honest. I it interesting and unique in its own right. I man not totally be on board with the number of swipes per day but I understand why. So I got a few matches and started a few conversations. Then, came the update. The recent update deleted all my matches and conversations. They may need to re-evaluate their updates and how the roll out will end up affecting users. I do not really write reviews but this really got under my skin.",1,"{'id': 17045920, 'body': 'Hey! We had a bug with the new update that made matches invisible. We patched it up right away and all your matches and conversations should be back to normal! Sorry for the inconvenience and thanks so much for your patience! Best, Kippo Team', 'modified': '2020-08-03T10:46:13Z'}"
2020-06-12 01:07:14,Poopshoewerty,False,Great idea and execution,"I love the format and general idea behind this. I haven’t really seen anything else that tries to put gamers/nerds together. The amount of profiles you can look at per day feels a little frustrating and limited, but considering the possibility of matching with someone of guaranteed mutual interest; it seems worth sticking with for a bit.",5,
2020-10-26 07:58:06,SuginoPlays,False,Not satisfied,"I’ve been using this app for almost a month and I even bought premium in order to see more people but so far I’ve yet to get a match. I’m convinced that inactive users are still being shown, since I should’ve gotten at least 1 message back by now but nothing. Now sure, it’s reasonable to think that it’s my fault but I just wish more people used this app and I wish there was an option to follow up on a message or see if it was read or not.",2,
2020-07-27 14:51:55,Mpowell411,False,Couldn’t get passed the sign up,Wanted me to upload 4 pictures of myself and it has to be me in the picture. I do not want to do this. Tinder does not require this. I uploaded one picture I would have even uploaded one more but I don’t feel comfortable sharing my face until I feel comfortable on the app. I will uninstall and just talk to people on my PS4 headset. Company’s want too much of your information these days and it is weird.,3,
2021-01-05 19:39:57,ZackTaylor,False,I think the app is kinda misleading..,"Says “match to thousands of gamers daily” but clearly you only get shown 30 people per day unless you buy the premium. I don’t understand why their is a limit to how many people you can see per day, not even matches per day. 

I probably swipe on 1 person per 30, if that sometimes. There needs to be a bigger pool to see people. Especially in lower populated areas.",3,
2020-08-24 14:33:57,raptorsrule115,False,Great Geat Great,"If you have the subscription to  this app it's fantastic and you can meet a lot of new people. Unfortunately without the subscription it's kinda hard to find people. Otherwise, there are actually a lot of really good looking people on this app and my Snapchat has blown up since I've gotten it.",5,
2021-01-22 07:56:46,Raise your own zombi,False,Could use some improvement,Honestly not a whole lot of customization to your profile no way to say your lgbtq or use different pronouns so not good for lgbtq cant say mich about yourself not a lot of customizing what your looking for. Limits how many people you view at one time no location indicators honestly not a full dateing ap i want to stick with it for now to see if they update it later but its hard to match with anyone i dont think many people use it,2,
2020-12-16 03:11:51,Meowmeowveeee,False,Uninstalled!,"Ugh, I don’t even need this app anymore!! I’m only rating five stars because of the cute, nerdy user interface and widgets. Oh and because I met my cute, nerdy boyfriend on it. So now I don’t need it anymore. Good luck to all the lonely gamers in the world. Try Kippo and maybe you won’t be lonely for much longer. (:",5,
2020-09-28 12:45:34,GermfreePizza,False,DEAD,"No one, as far as I can tell, uses this app. It is a dead platform and all the five star comments are fake. Have been using this app for the past 2 weeks and haven’t gotten a single person in my area... I even set it to 500 miles and still one one after that first day. I would just recommend Tinder and be open, I’ve already gotten a few matches and I was open and honest. The app is a good concept, but no one is active on here and I even spent money to boost myself. Not worth the download or space on my phone.",1,
2021-04-05 20:40:44,Marauderette,False,New to the app,"I just downloaded the app after seeing a tiktok about it and this app is even cuter than I could have imagined. The UI is pleasing to look at, and the card system is so fun and cute. 
My main issues with the app are:
1. I wish I could fill out all the cards, being limited to 3 is a bummer 
2. I’ve only had the app for about an hour and already I’ve had it freeze or not load all the way like 4 times. It worked fine for maybe 2 swipes and then the message system stopped working, and shortly after that people’s profiles seemed to be only partially loading. 

The idea of this app and the interface are awesome and I hope that as it gets bigger it will run more smoothly",3,
2021-01-08 17:00:36,Yeah_that_Austin,False,So much potential,"Finally, I thought, an app for people like me! It’s just what I’m looking for until I swipe and there was only 45-50 max people in my area. I want to give this app 5 stars, the layout is cool, it’s geared towards gamers, even the set up process had some cool features. But until it takes off it’s just hard to get any matches.",4,
2020-05-07 21:57:36,Ozzy_F24,False,3 stars at the moment,Interface for the app is completely different. It really needs minor tweaks to be a better app. Should definitely add filters for ppl you would like to see or match with. Really the worst part and my main dislike is the amount of “swiping” that can be done per day. Left and right swipes count towards your daily “swipes” once this specifically is fixed I’m sure the app will bloom.,3,"{'id': 15199409, 'body': 'Hey!\n\nThanks so much for trying out Kippo and taking the time to leave a review. Sorry to hear that Kippo was only a 3 star experience for you. We are releasing new updates and features for Kippo every week based off feedback from our community. We show our users 30 profiles per day. We want to avoid mass swiping and would rather have user spend more time browsing each profile. We would love to hear any other feedback from you. Please shoot us an email at sup@kippoapp.com. We would love to hook you up with a free trial of Kippo Infinity which allows you to see unlimited profiles. We will do everything within our power to make Kippo a 5 star experience for you.\n\nBest,\nKippo Team', 'modified': '2020-05-08T21:05:26Z'}"
2021-02-25 15:10:07,Yanirawr,False,Needs improvement,"The app in itself is great. It has a lot of room for better potential though. The messaging system is what lacks the most. It takes about a minute for new messages to load in/view them. In-app notifications would be really nice, too.",4,
2021-04-10 12:21:41,panamericann,False,Deletes your conversations automatically,"This is the only dating I app I know that does this, but your conversations with your matches have a time limit of 30 days. My match and I who had been talking every couple days (with long paragraph type messages) can no longer message each other, with no way of contacting each other again. People are busy Kippo, I can't keep track of how much time I have left to respond before being booted forever.",1,
2020-06-15 09:22:16,DarkNightLord,False,Kippo sounds great and all but..,"Kippo sounds like a really cool way to make friends and I wanted to make friends on there so I can finally have someone to actually play with instead of doing solo games but I decided not to keep it because I personally think it collects too much personal information like for example, they want real life photos of you.  Some people don’t want to show their faces online.",3,
2019-11-21 06:11:43,Sventre665,False,"It might be good to find some friends, but that’s it...","As a dating app it isn’t very useful. Under 99 miles were ZERO people. While the profiles are lovely with the ability to make 3 cards and pick 9 games it just didn’t leave enough to further filter people out. It’s a nice concept, but more ways to filter people out need added to be worth using.

The button response to go through potential matches were very delayed and sometimes unresponsive.

Overall I just don’t see myself using this app.",1,"{'id': 12280528, 'body': 'Hello,\n\nThank you for taking the time to try out Kippo. We are a brand new app and growing the user base. We have hundreds of new people signing up everyday! We recognize that gaming is a global community so we hope that our users make friends all over the world! As for the bugs, we hope that you update the app and give Kippo another try. We are squashing bugs everyday!\n\nBest,\nKippo Team', 'modified': '2019-12-09T03:42:06Z'}"
2021-04-05 22:09:50,Jay Grylls,False,"Great Idea, not sure if real people","Was really excited to get this app, right up my alley, but after a few days it’s quiet and disappointing. The profiles are cool and fun, UI is cool a little confusing/ non intuitive. Biggest thing is no one is responsive. Idk if these are bot profiles or maybe I’m just not attractive to nerds lol, but there appears to be no active users except for me? Also a lot of profiles say just looking friends and taken, then get off of the dating app.",2,
2019-12-06 02:59:51,Crp6695,False,App support is awesome!,I had a problem filling out one of the cards for my profile so I contacted the app support email. I am so glad I did! David helped me out and solved the problem quickly. They really care about the community members that are on this app. I recommend this app to everyone in the gaming community.,5,"{'id': 12280471, 'body': 'We are so glad that you are enjoying using Kippo! We are only going to get better and better with time and we are so glad that you are one of the earliest members of the awesome community that we are building!\n\nBest,\nKippo Team', 'modified': '2019-12-09T03:39:58Z'}"
2019-08-16 19:27:24,TastySoobak,False,Strong foundation,The only complaint I can have currently is the user pool being small with it just releasing. App is intuitive and easy to use with a clean design. I’m a big fan of how different fandoms are used as categories to find people with similar interests! Very honest and true to their core goals.,5,
2020-08-14 05:21:49,Arzola7,False,Was super interested but didn’t get any matches :/,I saw an add showing Kippo and instantly was interested in trying it to see if I can either find a person to date or just find a friend to game with. I have not matched with one person and I’m not sure if it’s because they’re not interested in me or if the app does not work. I really wish it did because the idea of having a network of gamers connecting with one another is a great idea.,2,
2020-06-29 23:56:27,Arcairu,False,Getting there,"Been using Kippo for a few days. I find the limit for non infinity users to be quite small, especially when getting repeats. I would absolutely love to find a more expanded preferences filter (i.e. ethnicity) and I think having a short bio text box rather than using the poem calling card would be very ideal.",4,
2020-11-25 03:04:04,Grillforthethrills,False,Great idea but needs work,"Downloaded the app, profile setup was easy and I really liked the idea of the cards, started liking other profiles. The problem occurred when I tried to access my profile the next time and my profile was gone and I was being prompted to make a new profile. I could be just a one off but this was annoying, but I do like the idea and what they’re trying to accomplish.",2,
2021-01-25 15:25:19,HedgeGaming,False,Only phone login,I have been using this app for a while and it’s alright. For some reason the app logged me out and I changed my number of the app and I can’t get back into my account. It would be nice to have a back up login so you don’t get locked out of the people that you’re talking to.,4,
2020-05-02 22:45:30,KillBill Vol. 3.1415,False,Great App,I downloaded this app a few month back and just recently started using it more. I downloaded it for the gaming aspect of it not thinking much of it. Once I started actually using the app it was pretty relatable. It’s a lot more focused on my interests than other dating apps. Great job!!,5,
2019-12-09 22:07:21,Broken Lover,False,One of the worst sites,"After giving this a month of use. It’s pretty stupid. You can’t go to profiles you liked, nor look anything or anyone up. Very beta with so many missing components that should help you, especially to find someone, and extremely limited. Interface is mediocre. I liked its nerdy layout, but when you get locked into you profile, frustration. I would never recommend this site. Finish the site before you give a “On the spot only” chat system.",1,
2020-08-03 08:54:02,GINxJUICE,False,Recent Update,"I was loving the app, but there’s a bug right now and I can’t see any of my matches or messages anymore nor can’t I send anything. I almost want to uninstall until it’s fixed. I was having a nice conversation with someone and I can’t even communicate to them what happened. I’m sad because I feel like I might lose the match if it’s not fixed soon.",3,
2020-07-31 19:44:09,RRIRW,False,Fantastic concept with impressive initial execution,"I really like it. It’s got a ton of potential. 

It just needs more users and maybe more than one free message per day.

I would recommend giving out 2 weeks of free membership after a user first signs up.",5,
2020-07-17 02:05:58,Evie Nyx,False,"Great app, but buggy","The app itself is great and easy to use, really the best one out of all of the gamer apps with the best user interface too. 

I only have two issues with it:

If I'm limited to 30 matches a day (thats fair they have to make money somehow), I wish it would show me people who play the same video games as me to match with.

Secondly, theres a terrible bug that makes it so that you cant log into the app sometimes and I have no idea how to fix it. (It will prompt you to make a new account with the same phone number as before, really strange)

If they could fix the bug that makes their app unusable i would change my review to 5 stars ^_^",3,
2020-12-17 21:20:48,HireTaxman&FixThis,False,Everything that I Wish Tinder Was!,Tried this app because I was sick of flipping through Tinder...  the cards system of Kippo is a really great idea!! I also love how it displays all 4 photos so you dont have to swipe through them. Amazing app! I hope I can find a proper match. :),5,
2021-02-07 02:07:10,DannyUltra,False,"Erm, consider this-","I don't take a lot of pictures. Not too photogenic. Can you make it so we can continue with at least just 2 pictures? Maybe even one? I understand y'all don't want any catfishes. Cool. I'm not one. But I don't like taking pictures, and since I only have two pics of me, I cant even make a profile because I don't have four pics with my face, and yall require that for me to have a profile.",2,
2019-08-16 22:28:17,You Give love a bad nameeeea,False,The interface is so smooth,"Its an app that brings people from the gaming community together that want to meet new people or find a potential life partner. Kippo has very neat ways of expressing yourself in the form of cards that you can personalize. Would def recommend to anyone that loves games. 

A few things would be if you live out in the west you’ll have more potential matches near you.
So far in NYC area there isn’t much people so you have to set up your distance to pretty much max but that will most likely be remedied as time passes. 

TLDR; Good for gamers, more users in the west, and not many users in the east close to NY yet.",4,"{'id': 10673412, 'body': 'Hello!\nThank you so much for a being one of our earliest users. Kippo is only a few weeks old but we have new people signing up everyday and we are super excited to growing the most positive community possible!\n\nThanks again!\nKippo Team', 'modified': '2019-09-13T21:57:39Z'}"
2020-08-28 03:40:00,VIB-Reneee,False,There’s potential for sure,"So my thing, right off the bat. You can’t search by GAME! I want to search for people who specifically play MTG, and yet the function isn’t there. Huge missed opportunity. Also, you can’t write a bio...people should be able to say LFG, romance, whatever. I think this is a dating app that should LEAN IN to the gaming community. 

Please add the function to search by game.",3,
2020-01-25 14:34:52,Mark Da Meister,False,Need more users,"The app works. There’s just no one on here in San Diego. Maybe I’m too picky. The UI is really nice. Hopefully more people start joining because I haven’t seen a recommendation for almost a week now, and I’m not expanding my search either. I’ll stick with tinder for now. Great concept though.",4,"{'id': 14873090, 'body': 'Hello!\n\nThanks so much for taking the time to leave us a review! We are so glad that you are enjoying Kippo! Kippo has grown significantly since you left this review and even now we are growing faster than ever! We would love for you to give us a try again and see what you think! Please let us know if there is anything else we can do to make Kippo a 5 star experience for you!\n\nBest,\nKippo Team', 'modified': '2020-04-23T21:27:26Z'}"
2021-02-04 16:00:12,jojoe232,False,Buggy,"I started using the app a couple days ago and it’s been glitching the entire time. Eventually I found two matches I wanted to dm but I ran out of messages so I paid for Kippo premium and as soon as I did, the app glitched, and I didn’t get to send a match to either of the people. I doubt I would have wanted to use the premium on anyone else so now I’m down $10 and I didn’t get to sue it for the reason I wanted to",2,
2020-02-19 01:52:03,Snip poop,False,App kicked me out and can’t log back in,Kippo has been a good experience for me but just today it kicked me out of my account and then It wanted me to make a new account. And just froze. Ive tried multiple time to reset but it still continuous to be stuck :(,5,
2020-11-01 21:05:00,Drake0102,False,Matching,"With so many people on there I would hope for a match at least a cool gaming friend or something but I’ve had this app for a few days now and haven’t gotten a single match, it seems like others have the same issue too which I guess it’s because it looks interesting to download but not appealing enough to keep for some? But I definitely agree that there should be some kind of changes made as to how matches can be more simple",1,
2020-08-19 04:57:08,Kurmit007,False,How do I check if they swiped on me,I’ve had this app for a couple days and I haven’t seen one notification. I have non stop been swiping on different people and messaged at least two. But I haven’t gotten a single notification from this app and when I check everything is empty how do I know if anyone swiped on me or if people swiped back again on me.,3,
2019-09-14 09:41:01,noyjune,False,Will go far in gaming community,"Love that there’s a dating app specifically for gamers! Cute interface, too. I can see what games people are into and it’s a great way to start a conversation and/or even a challenge. If someone can beat me in my game they’ll be my player 2 forever ;)",5,
2021-02-04 05:08:37,Bacongirl11,False,one big suggestion,"i have my age range set from 18-22, since i’m 18, yet i still get people MUCH older than that range messaging me. if you’re going to let us set an age range, it would be nice if it also restricted the people who see me on the swipe to only those ages. because 37 year old men in my inbox make me uncomfortable; i set an age range for a reason.",3,
2020-08-02 15:58:23,ThirdSoldier,False,Needs More Interactive Matching,"The idea of matching gamers is amazing,  but with this app you’ll be direct messaging the person to basically match with them.  You’re given a certain amount of profile views a day which is their way of saying take the time to look over the persons profile.  I give this a 1 star because my direct messaging messages were all deleted and that’s the only way to talk/interact with the person.  That’s totally unacceptable to me.",1,"{'id': 17045901, 'body': 'Hey! We had a bug with the new update that made matches invisible. We patched it up right away and all your matches and conversations should be back to normal! Sorry for the inconvenience and thanks so much for your patience! Best, Kippo Team', 'modified': '2020-08-03T10:45:45Z'}"
2020-08-15 09:31:34,OverlordMiles,False,Good change of pace,"Tried throwing myself into Tinder but it didn’t work. I feel like I’m connecting with more people here.

Only complaint is that there are a ton of people looking for friends when the tagline is “The Dating App for Gamers”. But it’s not like that’s Kippo’s fault.",5,
2020-07-19 13:58:44,Itsurboicat,False,Add more features and cards,I think the app is fine and all but you should add features like have a place to see who gave you a heart and fix the DMs because if I say something to someone I want to see what and who I sent the message to even if they don’t respond and add more cards it gets old looking at the same one’s everyday.,3,
2020-06-29 00:59:01,TruthfortheWeak,False,Fraud,"I downloaded the app thought it seemed pretty cool, but you have to pay for a membership.... they claim you can use it for free but you don’t get any functions hardy at all and it continually asks you to pay for the membership I even confronted their social media team about it and they deleted my comment after bringing it up. I have screen shots to prove everything I’m saying is the truth. This app is just a cash grab and I wouldn’t trust it having any of my data",1,
2020-08-13 06:50:38,AJAven,False,Disappointing.,"The user interface is very clever and actually an interesting way to see if you and another person have any mutual interests. However, I’ve had no matches on the app after 2 weeks of use. Even after swiping right on all users, I was still left with no matches.",3,
2020-08-03 07:44:32,V1.exe,False,Friendly devs!,"Really neat app, fun features and easy to work with. Had an issue with chats recently disappearing but it looks like they’re currently working on the issue and plan to have it fixed soon. 5/5 so far!",5,"{'id': 17045879, 'body': 'Hey! We had a bug with the new update that made matches invisible. We patched it up right away and all your matches and conversations should be back to normal! Sorry for the inconvenience and thanks so much for your patience! \n\nBest, Kippo Team', 'modified': '2020-08-03T10:45:09Z'}"
2019-09-07 04:39:37,imblankingonaname,False,The app I’ve been looking for,"I have been wanting to find friends to game with and this is exactly that! Also, the culture of the app and the crowd is much better than other apps like this that I’ve used.",5,"{'id': 10673426, 'body': 'Hey!\nThanks so much for being an early user! We are spending 100% of our efforts curating the best possible community. We are so glad to hear that you are having a great experience and we will work to make Kippo just get better and better in the future.\n\nThanks,\nKippo Team', 'modified': '2019-09-13T22:00:07Z'}"
2020-08-24 14:25:31,space_odyssey_2030,False,Great app with really great selection of gals to meet...,This is an amazing app u can video  chat off of and also even get more followers on Snap Chat in a very good in useful app but add just a little bit more features in it will be even cooler✌🌈🌈💙,5,
2020-05-25 23:28:42,bangtanxxk,False,Anyone can find someone here.,"Love this social networking site, so easy to use.. Friendly and loving the fact we dnt have to add friends to talk to ppl all over the world. Would be good if we could tag a person but that's all good.",5,
2020-04-23 14:54:16,MzHydeee,False,Hello!,"I saw an advertisement for this today and was so excited because it is everything i have been looking for in a dating app! Unfortunately it will to let me list the video games I play. When I go to add a video game, I type in the search box and nothing comes up for me click on. Would love to know how to fix cause as a gamer girl I am trying to find my player 2!!",2,"{'id': 14872794, 'body': 'Hello!\n\nThanks for taking the time to write us a review! Our games database was down a few hours for maintenance but is now back up and running! Please fell free to shoot us an email (sup@kippoapp.com) with anything else we can help you with for that 5star rating!\n\nBest,\nKippo Team', 'modified': '2020-04-23T21:02:57Z'}"
2021-02-17 15:32:57,Inilitus,False,App will delete your account every couple days,"After 2 days since creating my account, when opening the app it says “login with phone” like when you first download it. Despite using the same number it will prompt me to make a whole new account instead of logging me into my previous one. This has happened like 3 times to me and I got the app less than a week ago.",1,
2020-12-31 05:23:39,MiDiesel,False,"App is very well done, but there’s little incentive to use it","The app is super well done, from a design stand point. But due to lack of users and opportunities to like someone (daily limit of 30 swipes), there’s not much incentive to use this over any other dating app.",4,
2020-08-24 14:58:32,chumbucket778,False,Just what I was looking for,"I like the video chat feature, It is awesome to chat with  new people then when you're ready to see them face to face you don't have to download another app.",5,
2020-08-24 14:45:37,brooklyn510.,False,"Easy to use and fun, can't ask for more.",Used the free version added  a lot of cool peoplle on snap. Took far less time to get 30 mew people than asking people i know and im just trying to pass time snap!,5,
2020-08-03 08:08:09,rkettenstock,False,Good potential,I think you should be able to filter your profile to be looking for friends specifically or looking for love specifically. This makes it more LGBTQ friendly but can also work for opposite gender friendships,4,
2020-08-24 14:31:01,starry_xing0784,False,It's a great opportunity to meet new friends,"Its good, I have a hard time social interacting  and making friends, and being able to just open and app and meet a new person is great.",5,
2020-01-07 23:27:30,Yogannalikethis,False,Looks Awsome,"Really cool design, not a ton of people around me using it. But the app itself is really stylish and well designed. Hopefully gets more popular eventually. Keeping it installed since it’s cool looking and focused on a major part of my life.",5,
2021-02-09 21:05:21,Hakaibutsu,False,Interesting concept,"As other have alluded too, I’m not seeing many people on it. But I’m being a little more critical here with my review because I’d rather get through 10-15 and be told “no one left to see” rather than having the same number of people show up 3-4 times.",3,
2020-01-07 01:11:06,II C LAMP II,False,No one is active,I like the concept of the app. But to me it seems like no one is using it. They just made their profiles a long time ago and just stopped using it. You should filter out the least active users. Maybe show when someone was last online.,3,"{'id': 14873137, 'body': ""Hello!\n\nThank you so much for taking the time to leave us a review. Kippo's user base has grown so much since you left this review! We are excited about how many people are discovering Kippo and growing the community. Thank you so much for being an early user and we hope that you will give Kippo another chance to see how much it has grown. Please let us know if there is anything else we can do to make Kippo a 5 star experience for you. Feel free to shoot us an email anytime. sup@kippoapp.com"", 'modified': '2020-04-23T21:32:15Z'}"
2020-12-27 19:14:03,Ben_Drankin,False,Low user base/unable to get matched,First app I’ve ever used where after one and a half months of use I have not a single match. This will hopefully change if more people join but as of now the limitations on swipes and profile views make this app not really worth your time. There are better apps to find women.,2,
2020-08-24 14:22:32,Ali_bali_00,False,Relieved now,"pretty good app, good for finding friends or  finding something else if you catch my drift ;) but over all the app has good overlay and is easy to use would recommend",5,
2021-03-26 04:15:16,mfw_96,False,Wasted potential,Excellent UI and really fun and cute ways to customize your profile. The only thing that kills the all is the lack of users. The main issue that stems from this is the fact that potential matches are recycled multiple time. I’ve swiped on the same account 3x before and just assume they’re doing so in hopes no one notices.,2,
2019-10-22 18:14:11,Gir7380,False,More Profiles Please!,I absolutely love how this app looks and works. It’s a great way to meet like-minded people! I just wish you could swipe through more profiles each day. There should be some sort of premium option.,4,"{'id': 11831788, 'body': 'Hello! Thanks so much for your feedback. We are so glad that you are enjoying Kippo! We are a brand new app and are excited that people are enjoying what we built for the community. We are definitely working on some awesome premium features and super excited to share them soon. Stay tuned!\n\nBest,\nKippo Team', 'modified': '2019-11-14T00:28:45Z'}"
2020-09-01 09:09:31,Mansartsco@~,False,it's a nice application to meet people,"Found my firat serious boyfriend on here when  I was 18!....My brother found his wife, my cousin found his wife..... And several friends found spouses/fiancés. Highly recommended!",5,
2020-08-24 14:01:48,lucy_xiang201,False,Terrific!,Great for discovering a new type of people  looking for a solid relationship by starting online. The monthly fee is a hit expensive but other than that all is great.,5,
2020-08-04 13:11:41,LeeDani1122,True,Friends,I truly enjoy this app. I know it’s supposed to be a “dating” app but I’ve been making more friends than anything. I forget that it’s supposed to be a dating honestly. Good app to meet gamers who play similar games and personalities.,4,"{'id': 17045914, 'body': 'Hey! We had a bug with the new update that made matches invisible. We patched it up right away and all your matches and conversations should be back to normal! Sorry for the inconvenience and thanks so much for your patience! Best, Kippo Team', 'modified': '2020-08-03T10:46:01Z'}"
2020-08-24 14:15:20,kyliecakes99,False,Gool app. Better than the others.,"It's a 5 star app but I only  see one picture per person, can't the developer add an album or something.",5,
2020-09-15 04:59:20,Mordo2116,False,This app doesn’t match people 😂,I’ve liked at least 100+ profiles so you don’t have to. This app doesn’t work at the time of this post. Liked everyone and still not one match after a week. You’re better off in a voice chat with one gamer girl and a bunch of sweaty 40 year old cod vets telling you have trash you are 😂.,1,
2019-09-14 02:38:27,Alenasmiles,False,Excited to see what’s in store,"The UI is incredible, esp for a new app. I think it has lots of room for improvement and can’t wait to see more users on it.",5,
2019-09-21 16:46:13,tocodeornot,False,Modern Social Problems Require Modern Solutions,"How do I flex my inner nerd online to strangers and connect with them along those interests? Kippo is the answer.

Kicking back and watching the community expand and grow. Kippo is next up playa.",5,
2019-08-19 07:22:59,Apassionatefool,False,Awesome App for Gamers,Great App for gamers looking for friends and maybe more. The only issue right now is the pool size because it is a new app. Excited to see where this app goes in the future. 😀,5,
2020-11-16 20:13:05,Art3misn776,False,Great app but.....,I like it a lot but lately I get the little blue dot by the chat bubble that I assume is to notify u that u got a dm or reply but when I click on it nothing shows up,4,
2020-09-25 03:38:21,DMOR FUMBLE,False,Waste of memory,"I’ve had the app for awhile now-months at least. And nothing at all. No responses, no matches, no activity whatsoever. It also recycled and uses the same profiles over and over again. I’ve had better luck on tinder of all places which begs the question, in a place with so many similar people of similar interests, why is this app so dead?",1,
2020-10-09 18:31:30,Tha Professaaah,False,I met someone special ❤️,Great app. Super intuitive and unique. Matched with someone who makes me really happy 🥰 I can’t wait to spend the rest of my days with her ❤️,5,
2020-05-27 10:28:04,Charlote@@@,False,very productive,Great app for connecting with people! Concept is good and also met few people through this app. Just a suggestion that kindly add more features in the app.,5,
2019-09-06 10:35:14,ItzMasayoshi,False,Only wish this came out sooner ^_^,In high school I was in a tough situation looking for friends to play games with. I’m glad something like this finally exists!,5,
2021-02-18 11:27:45,Mister E-,False,Annoying Bugs,"You cannot upload a new photo after uploading initial, default photos, so pick your photos very carefully when you first sign up. Also, the preview tab doesn’t work so you won’t be able to preview what your profile will look like before publishing. Pretty crappy bugs that haven’t been squashed.",1,
2020-09-01 12:09:16,Gwatagil_Johny~,False,"Best, use it all the time",I've been looking for an app that suits me and  finally I've found it.... thanks for the creation...... love it and great app.... it really finds your match.... keep it up.... !!!!!!!!!,5,
2020-08-24 14:09:19,staciagetsbored1998,False,I love the concept and feel of the app,Wow so great my life doesn't seem to be played with it's  normal to post on another social website. Its a good friend app for Instagram and Snapchat,5,
2020-08-24 14:53:25,nsfwonly67,False,Easy to use. Lots of great matches.,"Its a very nice app, so that you  can get to meet new people your age but the only thing is that the coins are to expensive!",5,
2020-08-24 14:55:58,ronburgandy89,False,This is the best app u can talk on,Great app...Its prefect for getting  more followers on your social media and for boosting your snapchat score by having people do streaks with you.,5,
2019-09-13 21:03:24,No Cloud Sky,False,Great App For Gamers,"This app lets you connect with the people in the gaming world that has same interests with you. It’s about time there’s an app for gamers, more gamers should be aware of this platform.",5,
2021-01-05 05:16:59,KayHeat89,False,Not worth the download,"Skepticism was the biggest play. I bought into but wasn’t pleased with the other profiles I have seen. Upon updating today I went back in because I had 3 notifications but the app won’t let me log in. 
I do hope they improve on profiles that are at least closer than 500 miles.",1,
2021-02-03 23:56:30,KING_WINSOME,False,Ghost Town,"This app is cool in theory, but from having used it for a while, it seems completely devoid of active users. No likes or matches, but hey, maybe it’s my fault. At any rate, I’m uninstalling, but maybe you’ll have better luck than I did. Good luck if you try it.",2,
2020-05-20 04:16:52,IraL94,False,Great idea,"I know this app is fairly new, I’m hopeful there will be an update that allows you to put more creative cards when it comes to building your deck, not just 3.",4,
2020-07-13 07:44:47,jamiethethree,False,I found the love of my life,I found a girl who I love more than anyone else in the world here. It worked for me so it could work for you too.,5,
2019-06-27 21:07:26,Hamburger Burglar,False,Great way to find your community,Sadly I can’t do much yet but from what I can see looks like a great app and a useful social media platform.,5,
2020-03-27 03:30:12,humangorilla,False,Awesome concept,"Not many people near me, but the idea is really solid and so is the interface. Hope more people join!",5,"{'id': 14872960, 'body': 'Hello!\n\nThanks so much for your 5 star review! Your rating helps us grow Kippo and makes it easier for people to organically discover Kippo on the App Store! Kippo is still pretty new but we are growing quickly! Especially recently with the Shelter-at-Home, we are growing faster than ever! Thanks so much for being part of our Kippo community and for being one of our early users!\n\nBest,\nKippo Team', 'modified': '2020-04-23T21:15:12Z'}"
2020-08-24 14:17:27,sonicthehedgehog96,False,Great way to connect,This is the app which I was looking for.. A genuine and  authentic one.. Seriously I got so many user IDs on this which helped me to connect..,5,
2020-04-21 14:16:08,ADVlCE,False,Optimistic,"It’s Not even that I’ve been looking for a dating app for gamers. I stumbled across this app on instagram, anyway, I’m just hoping I find my wife on this 🤷🏾‍♂️😅

Pretty dope to see that I can add all the games I enjoy for others to match with, 5 star app if it works",3,"{'id': 14872785, 'body': 'Hello!\n\nThanks for taking the time to leave us a review! I\'m glad that you think that the app is ""pretty dope"" but in the ratings world, a 3 star means ""pretty bad"". A low rating makes the app harder to find in the app store for new people. The more people that discover the app, the better chance you will have of find your your wife on Kippo! 😉\n\nBest,\nKippo Team', 'modified': '2020-04-23T21:02:28Z'}"
2020-08-24 14:48:33,whassupitsronica12,False,Brilliant idea,They dont bot or ask for money to BuY  fOlLoWeRs. You should install it its great. My snap score is getting higher daily Snap,5,
2020-09-16 17:00:37,leocleoninja,False,Works Great!,I love how there is a first impression message I can send! I paid for one month and only wish I could filter out the Only Friends people.,4,
2020-05-05 22:20:10,Gaston gorosito,False,Maybe we’re just not using it correctly but,Doesn’t really seem like anyone really uses the app. My friends and I downloaded it to see who can find someone first and not one match for any one. If it was just 2 out of five that didn’t get a match I understand but all 5 of us? That kinda seems weird.,1,"{'id': 15199452, 'body': 'Hello!\n\nSorry to hear that you are not having a good experience on Kippo. Please send us an email at sup@kippoapp.com and we can look into your account for you. We even have professionals on staff that can help review your profile and give you tips. We have thousands of people using Kippo everyday so the app is very active.\n\nBest,\nKippo Team', 'modified': '2020-05-08T21:09:52Z'}"
2020-08-25 12:32:25,itsyoboyharry5,False,Lots of kool people,Amazing. Gain so many friends of which  some are very nice. You might have to block some but overall a good app,5,
2020-08-24 14:51:15,wavey_babi_1194,False,Its my favorite!!!!!,Its a great app to use if you are just starting up on social media and need  friends / views to get you started,5,
2020-08-24 14:20:04,knockout_floyd78,False,A great twist in the usual dating app!,Yo it's good but when u copy their user name  down where does it go wats supposed to happen how do I find out wat it's called,5,
